Sale Date,Sale ID,Product ID,Product Name,Product Category,Quantity Sold,Unit Price,Discount (%),Total Value (with Discount),Unit Cost,Total Cost,Gross Profit,Payment Method,Payment Status,Payment Date,Customer ID,Customer Name,Sales Channel,Sales Region,Sales Representative,Customer Rating,Customer Comments,Shipping Cost,Delivery Status,Delivery Date
2024-07-10,f1d98489-dac7-494e-92c0-795994b06a2c,PRD75758,Sofa,Accessories,7,307.75,5,2046.54,221.58,1551.06,495.48,Bank Transfer,Paid,2024-07-10,CUS4322,Tanner Smith,Marketplace,California,Jane Bell,5 stars,,11.96,Delivered,2024-07-12
2024-10-13,5bbdab00-e388-4bb0-8204-3ac5a35d0d1b,PRD35295,Jeans,Furniture,7,137.2,0,960.4,93.66,655.62,304.78,Credit Card,Canceled,,CUS6755,Michael Dodson,Physical Store,Texas,Thomas Walters,1 star,He wrong treat garden simple.,46.4,Delivered,2024-10-20
2024-06-09,0da22d6a-66d9-4bbb-9edb-69eb34f3a6d4,PRD11511,Watch,Furniture,3,89.8,20,215.52,47.59,142.77,72.75,Bank Transfer,Canceled,,CUS7757,Theresa Garcia,Physical Store,Illinois,Tyler Williams,1 star,Herself friend strong.,38.48,In Transit,
2024-07-02,ac6e9c08-a3d9-46c4-b891-2a4e28d61e26,PRD87400,Smartphone,Clothing,8,257.71,20,1649.34,180.45,1443.6,205.74,Credit Card,Paid,2024-07-02,CUS8862,Ruth Peterson,Marketplace,New York,Christopher Conway,1 star,Be head action drive structure cell inside.,23.33,Canceled,
2024-07-22,1c81b638-40f3-4f2c-83b5-e9b96464108c,PRD33048,Jeans,Clothing,1,231.54,5,219.96,125.4,125.4,94.56,Pix,Canceled,,CUS3792,Emily Taylor,Physical Store,Texas,Jennifer Martinez,5 stars,,39.03,Delivered,2024-07-28
2024-08-06,8e5c5f4d-5ea5-402b-87c8-64a083c9e191,PRD41478,Watch,Furniture,3,258.61,10,698.25,181.56,544.68,153.57,Invoice,Canceled,,CUS8671,Rachel Gibson,Physical Store,New York,Michael Aguirre,1 star,,23.42,Delivered,2024-08-16
2024-09-27,ff724777-8358-4aa2-be52-d3788e366a0c,PRD43794,Smartphone,Accessories,9,153.99,0,1385.91,110.91,998.19,387.72,Credit Card,Pending,,CUS5207,Shirley Ware,Online Store,Texas,Kimberly Robinson,4 stars,Foreign represent conference current you big.,25.84,In Transit,
2024-08-12,42f3dbba-657e-4f1e-925f-e95997dd881e,PRD61835,Watch,Technology,5,266.78,20,1067.12,161.73,808.65,258.47,Credit Card,Canceled,,CUS4959,Shannon Thomas,Physical Store,New York,Maria Long,1 star,,32.74,In Transit,
2024-07-25,3ff52153-c096-4acd-ac2a-3f9871ce7d4c,PRD59155,Sofa,Furniture,7,52.58,5,349.66,35.36,247.52,102.14,Bank Transfer,Pending,,CUS3515,Lawrence Hunt DDS,Online Store,Texas,Cameron Gomez,4 stars,,43.5,In Transit,
2024-09-02,4a1ffd49-aff7-418f-bbcb-9de5287eb8e0,PRD31577,Watch,Clothing,3,313.53,10,846.53,234.58,703.74,142.79,Invoice,Canceled,,CUS6365,Dennis Miller,Marketplace,New York,Billy Collins,5 stars,,12.11,Delivered,2024-09-11
2024-02-24,6f67dcd8-48ab-4ebe-b74b-5c2ad7b04be7,PRD84467,Jeans,Technology,3,458.61,5,1307.04,244.1,732.3,574.74,Credit Card,Canceled,,CUS3540,Jermaine Lopez,Physical Store,New York,Matthew Davis,4 stars,Myself star play month health result play chance.,9.03,Canceled,
2024-10-04,d7494ba1-fee6-4fa3-95f8-e6c7550811be,PRD94358,Smartphone,Technology,1,73.57,10,66.21,50.56,50.56,15.65,Credit Card,Canceled,,CUS2264,Katrina Castro,Online Store,Florida,Joseph Carlson,3 stars,,34.16,In Transit,
2024-06-02,52c90247-9574-42d3-811b-71246232cdcc,PRD25698,Coffee Maker,Furniture,7,335.37,0,2347.59,210.43,1473.01,874.58,Invoice,Pending,,CUS7253,Rita Nolan,Physical Store,Illinois,Elizabeth Burgess,4 stars,Big quality very course and minute.,27.05,Canceled,
2024-03-11,4f979aa1-4237-4908-a6f4-89df1d8a3db9,PRD64324,Watch,Appliances,4,398.07,10,1433.05,273.44,1093.76,339.29,Pix,Canceled,,CUS2317,Pamela Weaver,Online Store,Illinois,Carrie Smith,1 star,President lot operation economy heart.,27.99,Delivered,2024-03-12
2024-06-27,cd98c162-30c7-4eda-a9dd-4bf6321ba39a,PRD22975,Coffee Maker,Accessories,1,335.46,10,301.91,260.7,260.7,41.21,Credit Card,Pending,,CUS8808,Alexandra Friedman,Physical Store,Illinois,Steven Hernandez,4 stars,Some energy within war.,22.5,Canceled,
2024-03-12,8848de78-7ab3-413f-9a48-6e265dfd701e,PRD91876,Jeans,Clothing,3,416.89,5,1188.14,325.19,975.57,212.57,Invoice,Paid,2024-03-17,CUS6833,Richard Nguyen,Physical Store,Illinois,Robert Lucas,2 stars,Stage least likely tough executive.,36.59,Canceled,
2024-08-30,87bbb4cf-162d-425e-a3e3-9d20e4f614d5,PRD75492,Sofa,Technology,7,155.11,20,868.62,120.35,842.45,26.17,Pix,Pending,,CUS2352,Manuel Garrett,Marketplace,New York,Betty Harper,5 stars,,7.43,In Transit,
2024-05-27,07c03cd0-063e-486c-b5fb-cf8e449a7a55,PRD84743,Jeans,Appliances,6,161.29,5,919.35,89.58,537.48,381.87,Bank Transfer,Paid,2024-05-31,CUS4630,Tammy Brown,Online Store,Texas,Kelly Paul,1 star,,30.89,Delivered,2024-05-28
2024-09-09,ec28e125-31d6-4dd2-861b-012cc1729f96,PRD63981,Sofa,Accessories,5,336.86,0,1684.3,244.64,1223.2,461.1,Credit Card,Paid,2024-09-10,CUS6554,Jonathan Bryant,Physical Store,Illinois,Krystal Dennis,3 stars,,6.64,Canceled,
2024-01-20,16a9c01b-c4b4-407c-b559-1eada75b666c,PRD63863,Smartphone,Technology,2,367.93,5,699.07,193.66,387.32,311.75,Invoice,Canceled,,CUS2763,Sarah Gordon,Physical Store,Florida,Elizabeth Kim,4 stars,Western east data.,19.53,Delivered,2024-01-26
2024-03-19,bc96d513-528f-439e-a1e1-7453dc71a36b,PRD47426,Sofa,Accessories,10,324.87,15,2761.39,189.46,1894.6,866.79,Invoice,Canceled,,CUS6050,Dr. Charles Ryan,Marketplace,New York,Miss Nicole Wilson,3 stars,Describe not show prove since center free.,19.61,In Transit,
2024-07-26,995fd5d7-ff24-4c04-96fa-d8236645bf15,PRD39873,Sofa,Appliances,9,280.77,20,2021.54,174.91,1574.19,447.35,Invoice,Paid,2024-07-29,CUS6391,Robin Gonzalez,Physical Store,Florida,Jordan Peters,5 stars,Nothing pressure resource cause talk.,22.26,Delivered,2024-08-02
2024-10-18,e587f830-75f0-49f6-a632-06cacdab501b,PRD44710,Coffee Maker,Appliances,7,344.29,15,2048.53,256.7,1796.9,251.63,Bank Transfer,Pending,,CUS7339,Tammy Drake,Physical Store,Illinois,Sarah Moore,1 star,International want perform by.,19.54,Delivered,2024-10-25
2024-10-09,1def7cd0-c5ce-431f-b190-4cb7ca64a6ad,PRD72189,Smartphone,Clothing,3,212.61,10,574.05,146.89,440.67,133.38,Invoice,Paid,2024-10-10,CUS6178,Alyssa King,Physical Store,Texas,Holly Whitehead,1 star,,15.05,Canceled,
2024-08-19,5e0d0638-90a3-4d55-b1de-22ea858c0440,PRD49404,Jeans,Appliances,5,439.12,10,1976.04,338.46,1692.3,283.74,Invoice,Pending,,CUS1352,Ryan Waters,Marketplace,California,Cassandra Raymond,2 stars,,27.64,Delivered,2024-08-29
2024-08-04,1216bbbe-ff11-4f40-b514-6851a7be94cb,PRD37107,Sofa,Furniture,10,171.03,10,1539.27,121.07,1210.7,328.57,Credit Card,Canceled,,CUS4588,Kelly Smith,Online Store,Illinois,Michael Reed,4 stars,Capital sort into determine the.,8.38,In Transit,
2024-05-09,1cc5da10-5bfb-49eb-9961-8a74cc732358,PRD61795,Jeans,Technology,1,88.88,10,79.99,63.9,63.9,16.09,Bank Transfer,Paid,2024-05-13,CUS6844,Shannon Huff,Marketplace,Texas,Carlos Johnson,2 stars,,45.65,In Transit,
2024-08-02,d6a313bf-77e4-4ee8-a70e-0e5c4c5772ea,PRD97751,Smartphone,Accessories,8,81.89,20,524.1,64.21,513.68,10.42,Credit Card,Pending,,CUS7068,Tara Atkins,Physical Store,New York,Jonathan Snyder,5 stars,,13.95,In Transit,
2024-05-15,84918dcd-2c75-46ad-9ee5-acfc33166ebd,PRD20919,Sofa,Furniture,5,250.5,0,1252.5,141.54,707.7,544.8,Invoice,Pending,,CUS7976,Anthony Ford,Online Store,Illinois,Laura Atkinson,4 stars,,21.3,In Transit,
2024-06-11,05bc69b2-3d30-4c73-923a-ac5e7e0fb4bd,PRD47921,Smartphone,Technology,5,267.91,5,1272.57,152.93,764.65,507.92,Pix,Pending,,CUS4184,Stephanie Ryan,Physical Store,Florida,Lisa Paul,2 stars,Two certain both charge mean.,13.44,In Transit,
2024-06-24,bd1be47f-443d-4284-ba18-fff00a3a5cd4,PRD77860,Sofa,Clothing,9,490.39,5,4192.83,267.53,2407.77,1785.06,Pix,Canceled,,CUS5129,Robert Sims,Online Store,New York,Ryan Best,4 stars,,9.09,In Transit,
2023-11-15,b74f6f3c-7e49-4ff9-b1db-0e8af5038baa,PRD59024,Sofa,Clothing,4,372.23,5,1414.47,285.24,1140.96,273.51,Pix,Canceled,,CUS7958,Melissa Gibson,Physical Store,Illinois,Christine Paul,2 stars,,25.55,In Transit,
2024-05-04,a6a7c2fd-b2d0-46d5-83eb-79a7dc01f4ed,PRD13457,Jeans,Technology,2,196.15,5,372.69,142.38,284.76,87.93,Bank Transfer,Paid,2024-05-06,CUS9094,Alfred Downs,Online Store,California,James Brown,4 stars,,36.18,In Transit,
2024-05-16,4f6f6b8a-54a0-4b96-93a5-d509e96a9d57,PRD66743,Jeans,Appliances,7,115.95,10,730.49,72.62,508.34,222.15,Pix,Paid,2024-05-18,CUS8040,Nicole Riley,Physical Store,Illinois,Emily Colon,5 stars,,7.69,In Transit,
2024-08-14,3a901435-c45b-4c32-903f-caff9b377f79,PRD71291,Watch,Appliances,9,417.44,15,3193.42,209.84,1888.56,1304.86,Invoice,Paid,2024-08-17,CUS3910,Cameron Gonzalez,Physical Store,New York,Amanda Roberts,1 star,,33.4,Delivered,2024-08-15
2024-04-27,d3ecfcba-0467-432c-930c-c2d6b9bead7c,PRD92370,Smartphone,Furniture,5,286.52,0,1432.6,205.95,1029.75,402.85,Bank Transfer,Pending,,CUS4286,Lori Espinoza,Marketplace,Illinois,George Lindsey,4 stars,,11.72,Delivered,2024-05-02
2024-01-25,ed084e5d-cceb-409d-8ea4-7faf76d6b1f0,PRD23410,Jeans,Accessories,3,189.94,15,484.35,130.7,392.1,92.25,Credit Card,Pending,,CUS8335,Laura Holt,Physical Store,New York,Stephanie Smith,1 star,Talk say lawyer partner.,47.75,Canceled,
2024-06-24,6406c7d1-672f-4f0a-8f06-4a39162bf04f,PRD59799,Sofa,Technology,10,238.46,20,1907.68,133.32,1333.2,574.48,Invoice,Canceled,,CUS3849,Candace West,Physical Store,Texas,Christopher Mitchell,5 stars,,38.8,Canceled,
2024-02-28,42bc563c-359d-4662-a8d6-d0d87d4ccbb3,PRD19830,Coffee Maker,Clothing,2,156.07,0,312.14,118.33,236.66,75.48,Bank Transfer,Paid,2024-03-03,CUS5486,Samuel Day,Online Store,Florida,Elizabeth Burke,2 stars,,32.08,In Transit,
2024-04-04,ccf90608-4340-4e07-bd09-35883d5f2e7f,PRD69155,Sofa,Accessories,6,343.45,15,1751.59,191.67,1150.02,601.57,Invoice,Pending,,CUS1194,Lindsay Young,Physical Store,Illinois,Mark Mcneil,1 star,,31.38,In Transit,
2024-04-08,e95d4c75-e257-4bca-9339-9440ac335c77,PRD67976,Watch,Clothing,3,283.31,15,722.44,150.58,451.74,270.7,Bank Transfer,Canceled,,CUS3469,Mr. James Sandoval,Physical Store,Illinois,Mia Vaughn,3 stars,Material and sport same the run.,41.06,Canceled,
2024-10-21,01f4b49c-c226-4f09-aff5-cf896bbe579d,PRD95539,Jeans,Appliances,6,234.01,5,1333.86,181.01,1086.06,247.8,Pix,Pending,,CUS9034,Gloria Carroll,Marketplace,New York,Robert Schultz,2 stars,,15.66,In Transit,
2024-08-08,5a9098ac-83b9-48b8-af51-a2cb222ee293,PRD29220,Coffee Maker,Accessories,9,261.12,0,2350.08,201.94,1817.46,532.62,Bank Transfer,Paid,2024-08-13,CUS9842,David Burns,Online Store,Florida,Anita Nguyen,4 stars,Indicate choose push environmental sound Republican.,49.59,In Transit,
2024-03-08,ca2655c1-67f8-40aa-9fb9-d0755bc7831a,PRD76244,Smartphone,Furniture,9,454.21,5,3883.5,299.45,2695.05,1188.45,Pix,Paid,2024-03-09,CUS3770,Cameron Spears,Marketplace,New York,Catherine Martin,1 star,Close us process.,14.53,In Transit,
2024-03-17,ff42193f-2676-4357-96d1-4e41f540670d,PRD92936,Jeans,Accessories,4,363.92,5,1382.9,208.69,834.76,548.14,Bank Transfer,Canceled,,CUS5943,Lindsey Hale,Marketplace,Florida,Felicia Hopkins,5 stars,,43.28,Canceled,
2023-12-11,5847972b-34e7-4fb6-88f2-72d375ffc1ba,PRD92818,Jeans,Clothing,5,471.03,10,2119.63,242.48,1212.4,907.23,Bank Transfer,Pending,,CUS7088,Joshua Turner,Marketplace,New York,Penny Smith,1 star,,33.37,In Transit,
2024-02-07,21eace0e-08e6-4911-a273-59164126b28a,PRD25405,Jeans,Accessories,8,159.34,10,1147.25,92.53,740.24,407.01,Bank Transfer,Canceled,,CUS8982,Samuel Lopez,Physical Store,New York,Sheila Myers,5 stars,,16.4,In Transit,
2024-02-09,451b0d93-19a8-45b3-8b33-3ffcfcb1738b,PRD24812,Sofa,Technology,10,54.34,20,434.72,34.9,349.0,85.72,Bank Transfer,Pending,,CUS1244,John Lee,Physical Store,Florida,Dr. William Chung,1 star,,21.66,Delivered,2024-02-14
2024-05-31,d0d253d8-5d5a-4893-bd76-a25198c8149d,PRD82726,Smartphone,Accessories,6,210.35,20,1009.68,112.97,677.82,331.86,Credit Card,Pending,,CUS1468,Patricia Smith,Marketplace,Florida,Dr. Stacey Zuniga,2 stars,,28.08,In Transit,
2023-11-28,32b9d8ed-3788-4811-84d9-da5b5b218feb,PRD46769,Smartphone,Technology,4,134.36,5,510.57,76.88,307.52,203.05,Bank Transfer,Canceled,,CUS3803,Brianna Green,Physical Store,California,Melissa Smith,3 stars,,22.46,Delivered,2023-12-06
2024-05-08,c8133039-abac-4cd7-8705-76e903ae079e,PRD20552,Coffee Maker,Clothing,2,326.0,15,554.2,198.55,397.1,157.1,Bank Transfer,Pending,,CUS9596,Meagan Simon,Marketplace,New York,Brittany Harrison,5 stars,,20.01,Canceled,
2024-03-06,f3e094de-dfd2-4114-90d9-8786c73a1909,PRD51979,Coffee Maker,Technology,10,361.9,10,3257.1,281.33,2813.3,443.8,Bank Transfer,Paid,2024-03-09,CUS4309,Michelle Morales,Physical Store,Texas,Tammy Walker,5 stars,Ball at line on group fight tree.,43.05,In Transit,
2024-10-14,3ab9c9cb-1bd4-4ba8-bfff-021fed225b31,PRD83911,Coffee Maker,Technology,9,440.93,0,3968.37,264.16,2377.44,1590.93,Credit Card,Canceled,,CUS1185,Nicholas House,Marketplace,California,Amy Gibson,4 stars,,36.82,In Transit,
2024-06-10,742ffbe5-0a68-4a64-8ab3-52e937835938,PRD13517,Jeans,Furniture,6,225.63,5,1286.09,155.35,932.1,353.99,Invoice,Paid,2024-06-14,CUS3863,Nicole Costa,Online Store,Texas,Wyatt Williams,5 stars,,7.92,Canceled,
2024-04-13,4441db77-7355-417a-92d9-c56114fc5086,PRD20197,Watch,Furniture,1,62.39,15,53.03,46.5,46.5,6.53,Invoice,Canceled,,CUS1408,Anna Ramirez,Marketplace,Texas,Angela Herring,3 stars,,29.94,Delivered,2024-04-23
2024-07-01,a14fca9a-60c1-4597-bffb-47f0e4c483d3,PRD46278,Coffee Maker,Appliances,6,404.81,0,2428.86,245.57,1473.42,955.44,Bank Transfer,Pending,,CUS8859,Anthony Gonzalez,Marketplace,Florida,Danielle Joyce,3 stars,,27.8,Canceled,
2024-07-11,c2113450-f7ff-497d-b85a-66770bf73e8a,PRD89402,Jeans,Furniture,6,367.46,5,2094.52,257.69,1546.14,548.38,Bank Transfer,Pending,,CUS6502,Rachel Johnston,Physical Store,New York,Eric Lloyd,2 stars,,20.88,In Transit,
2024-08-04,eb29e7e2-470b-45a2-a0f0-09fe5c3bc481,PRD57756,Jeans,Clothing,8,495.3,15,3368.04,253.62,2028.96,1339.08,Invoice,Paid,2024-08-04,CUS9531,Bradley Bright,Marketplace,Illinois,Ronald Harris,3 stars,Democrat small conference quality.,17.92,Delivered,2024-08-09
